# Migration is number of nodes that have changed color.

Round		Edge-Cut		Swaps		Migrations		Skipped
0		4897		2395		1695
1		4522		4787		1556
2		4139		7178		1568
3		3781		9572		1573
4		3728		11961		1589
5		3673		14355		1577
6		3680		16749		1585
7		3582		19140		1583
8		3588		21535		1589
9		3573		23929		1603
10		3542		26323		1607
11		3535		28717		1580
12		3509		31110		1648
13		3498		33504		1632
14		3476		35898		1622
15		3513		38290		1609
16		3475		40682		1650
17		3458		43076		1609
18		3424		45470		1646
19		3396		47864		1640
20		3404		50257		1609
21		3382		52649		1649
22		3408		55043		1641
23		3398		57436		1604
24		3383		59829		1649
25		3347		62220		1616
26		3347		64612		1632
27		3310		67007		1617
28		3315		69401		1619
29		3300		71793		1603
30		3295		74186		1615
31		3284		76577		1629
32		3276		78968		1616
33		3294		81360		1616
34		3265		83754		1615
35		3259		86149		1618
36		3247		88541		1621
37		3246		90935		1644
38		3230		93328		1621
39		3220		95721		1643
40		3222		98113		1618
41		3226		100507		1641
42		3191		102901		1654
43		3182		105293		1662
44		3149		107688		1632
45		3158		110082		1648
46		3160		112473		1640
47		3124		114863		1633
48		3134		117258		1635
49		3113		119652		1656
50		3106		122045		1634
51		3117		124436		1654
52		3116		126828		1634
53		3105		129222		1638
54		3102		131615		1649
55		3075		134008		1662
56		3049		136402		1651
57		3047		138797		1663
58		3046		141192		1650
59		3043		143582		1628
60		3038		145974		1659
61		3019		148369		1665
62		3031		150764		1632
63		2990		153157		1665
64		2981		155549		1663
65		2971		157940		1643
66		2967		160332		1684
67		2979		162727		1666
68		2950		165122		1653
69		2939		167515		1680
70		2946		169906		1666
71		2943		172299		1657
72		2933		174694		1664
73		2914		177084		1665
74		2931		179476		1640
75		2917		181871		1671
76		2904		184265		1667
77		2910		186659		1648
78		2913		189052		1656
79		2919		191445		1662
80		2912		193837		1642
81		2901		196230		1643
82		2893		198622		1662
83		2900		201015		1643
84		2897		203410		1672
85		2888		205804		1651
86		2865		208198		1633
87		2725		209249		1676
88		2615		210223		1718
89		2560		211139		1720
90		2526		212014		1721
91		2463		212866		1710
92		2434		213687		1717
93		2405		214491		1722
94		2373		215278		1711
