# Migration is number of nodes that have changed color.

Round		Edge-Cut		Swaps		Migrations		Skipped
0		111070		2723		1660
1		91681		5439		1889
2		77393		8138		1951
3		66698		10834		1988
4		62187		13515		1985
5		56900		16188		2023
6		53156		18849		2026
7		50293		21520		2027
8		48972		24174		2037
9		47401		26840		2032
10		46289		29507		2032
11		45247		32163		2040
12		44776		34813		2045
13		44348		37481		2050
14		43866		40135		2043
15		43490		42789		2045
16		43302		45437		2037
17		43190		48092		2046
18		43088		50733		2036
19		42897		53382		2043
20		42728		56031		2052
21		42461		58687		2036
22		42353		61341		2036
23		42222		63997		2042
24		42070		66650		2048
25		41918		69287		2049
26		41861		71947		2043
27		41792		74601		2042
28		41738		77244		2038
29		41690		79906		2036
30		41611		82562		2044
31		41563		85218		2041
32		41548		87862		2035
33		41523		90519		2026
34		41515		93181		2027
35		41499		95816		2031
36		41452		98455		2031
37		41402		101103		2027
38		41353		103755		2029
39		41334		106414		2031
40		41320		109069		2029
41		41303		111725		2028
42		41295		114373		2034
43		41292		117015		2030
44		41285		119670		2033
45		41284		122313		2029
46		41284		124969		2034
47		41247		127610		2031
48		41236		130256		2027
49		41227		132891		2031
50		41222		135522		2035
51		41212		138160		2040
52		41195		140810		2033
53		41180		143454		2035
54		41162		146100		2034
55		41164		148736		2037
56		41163		151384		2041
57		41156		154023		2035
58		41159		156668		2032
59		41162		159311		2033
60		41159		161962		2039
61		41152		164609		2044
62		41146		167265		2043
63		41147		169921		2037
64		41135		172568		2037
65		41142		175225		2035
66		41139		177872		2034
67		41131		180528		2032
68		41133		183173		2032
69		41136		185826		2028
70		41134		188479		2032
71		41120		191136		2027
72		41117		193783		2026
73		41112		196432		2027
74		41110		199077		2030
75		41106		201712		2029
76		41104		204364		2026
77		41102		207020		2023
78		41107		209670		2023
79		41107		212325		2026
80		41089		214975		2028
81		41091		217633		2029
82		41087		220274		2030
83		41084		222931		2031
84		41088		225576		2033
85		41081		228225		2029
86		41080		230890		2031
87		41046		230902		2029
88		41040		230912		2029
89		41032		230918		2031
90		41029		230923		2031
91		41024		230928		2033
92		41023		230930		2032
93		41019		230934		2036
94		41017		230937		2036
95		41017		230937		2036
96		41016		230939		2035
97		41015		230942		2033
98		41014		230945		2031
99		41011		230949		2029
100		41009		230950		2027
101		41008		230952		2027
102		41008		230952		2027
103		41008		230954		2029
104		41006		230956		2029
105		41004		230957		2028
106		41002		230958		2028
107		41001		230959		2030
108		41002		230960		2031
109		41001		230961		2031
110		40999		230962		2030
111		41000		230963		2030
112		41000		230963		2030
113		40998		230965		2030
114		40997		230966		2030
115		40997		230966		2030
116		40995		230967		2030
117		40988		230968		2030
118		40987		230969		2029
119		40987		230969		2029
120		40987		230969		2029
121		40987		230969		2029
122		40987		230969		2029
123		40987		230969		2029
124		40987		230969		2029
125		40987		230969		2029
126		40987		230969		2029
127		40986		230970		2027
128		40987		230971		2028
129		40986		230972		2027
130		40986		230973		2027
131		40987		230975		2024
132		40986		230977		2023
133		40982		230979		2022
134		40981		230980		2023
135		40978		230982		2024
136		40976		230983		2025
137		40975		230984		2025
138		40971		230986		2025
139		40971		230986		2025
140		40970		230987		2025
141		40968		230988		2025
142		40968		230988		2025
143		40967		230989		2025
144		40967		230989		2025
145		40967		230989		2025
146		40967		230989		2025
147		40967		230989		2025
148		40968		230990		2025
149		40968		230990		2025
150		40967		230993		2025
151		40965		230994		2025
152		40964		230995		2024
153		40964		230995		2024
154		40964		230995		2024
155		40962		230996		2023
156		40960		230997		2023
157		40960		230997		2023
158		40960		230997		2023
159		40960		230997		2023
160		40960		230997		2023
161		40959		230998		2022
162		40959		230999		2023
163		40958		231000		2023
164		40958		231001		2022
165		40957		231002		2023
166		40957		231002		2023
167		40956		231003		2023
168		40956		231003		2023
169		40956		231003		2023
170		40956		231003		2023
171		40956		231003		2023
172		40956		231003		2023
173		40956		231003		2023
174		40956		231003		2023
175		40956		231003		2023
176		40956		231003		2023
177		40956		231003		2023
178		40956		231003		2023
179		40956		231003		2023
180		40956		231003		2023
181		40956		231003		2023
182		40956		231003		2023
183		40956		231003		2023
184		40956		231003		2023
185		40956		231003		2023
186		40956		231003		2023
187		40956		231003		2023
188		40956		231003		2023
189		40956		231003		2023
190		40956		231003		2023
191		40956		231003		2023
192		40956		231003		2023
193		40956		231003		2023
194		40956		231003		2023
195		40956		231003		2023
196		40956		231003		2023
197		40956		231003		2023
198		40956		231003		2023
199		40956		231003		2023
200		40956		231003		2023
201		40956		231003		2023
202		40956		231003		2023
203		40956		231003		2023
