# Migration is number of nodes that have changed color.

Round		Edge-Cut		Swaps		Migrations		Skipped
0		9012		4720		3020
1		8257		9440		3037
2		7834		14160		3096
3		7545		18880		3137
4		7254		23600		3167
5		7058		28320		3160
6		6788		33040		3232
7		6602		37760		3215
8		6580		42480		3228
9		6472		47200		3196
10		6355		51920		3171
11		6348		56640		3198
12		6146		61360		3188
13		6076		66080		3225
14		6080		70800		3223
15		6035		75520		3220
16		5936		80240		3245
17		5809		84960		3254
18		5749		89680		3255
19		5629		94400		3257
20		5617		99120		3257
21		5585		103840		3252
22		5522		108560		3253
23		5460		113280		3242
24		5386		118000		3255
25		5372		122720		3272
26		5323		127440		3259
27		5222		132160		3274
28		5146		136880		3233
29		5093		141600		3250
30		5062		146320		3250
31		5075		151040		3283
32		5076		155760		3257
33		4980		160479		3240
34		4997		165199		3248
35		4931		169919		3237
36		4895		174639		3250
37		4888		179359		3242
38		4832		184078		3270
39		4802		188797		3260
40		4728		193516		3240
41		4709		198236		3253
42		4703		202956		3271
43		4645		207676		3263
44		4646		212396		3264
45		4668		217115		3277
46		4676		221834		3257
47		4640		226554		3291
48		4593		231274		3284
49		4539		235993		3304
50		4511		240713		3297
51		4522		245433		3320
52		4459		250149		3288
53		4401		254867		3305
54		4414		259585		3306
55		4404		264302		3307
56		4425		269020		3294
57		4354		273739		3286
58		4375		278457		3283
59		4372		283176		3296
60		4356		287894		3298
61		4223		292611		3280
62		4236		297328		3303
63		4261		302046		3314
64		4253		306765		3265
65		4202		311483		3299
66		4174		316203		3291
67		4122		320923		3306
68		4112		325640		3298
69		4108		330358		3319
70		4082		335077		3287
71		4084		339797		3304
72		4063		344513		3302
73		3993		349229		3302
74		4037		353946		3290
75		4026		358664		3312
76		3993		363379		3308
77		3947		368094		3288
78		3939		372810		3291
79		3939		377525		3295
80		3943		382241		3303
81		3905		386956		3272
82		3881		391672		3281
83		3854		396381		3277
84		3869		401096		3305
85		3874		405807		3317
86		3816		410524		3318
87		3793		415239		3305
88		3767		419945		3303
89		3809		424662		3311
90		3794		429379		3315
91		3766		434097		3308
92		3756		438812		3306
93		3767		443526		3312
94		3725		448240		3307
95		3713		452956		3303
96		3712		457667		3300
97		3710		462382		3298
98		3716		467099		3294
99		3734		471815		3290
100		3741		476531		3296
101		3620		476924		3302
102		3506		477214		3294
103		3464		477404		3288
104		3422		477588		3291
105		3402		477756		3283
106		3370		477925		3278
107		3333		478051		3266
108		3305		478181		3274
109		3290		478280		3279
110		3284		478383		3278
111		3251		478460		3282
112		3256		478558		3272
113		3236		478631		3279
114		3210		478735		3269
115		3189		478806		3267
116		3180		478884		3272
117		3162		478956		3264
118		3148		479015		3275
119		3144		479059		3271
120		3132		479110		3272
121		3119		479175		3270
122		3110		479213		3268
123		3093		479251		3270
124		3089		479292		3258
125		3084		479336		3265
126		3075		479377		3266
127		3074		479411		3270
128		3066		479456		3269
129		3064		479479		3275
130		3054		479515		3275
131		3053		479553		3276
132		3050		479580		3277
133		3047		479605		3275
134		3047		479627		3272
135		3043		479649		3270
136		3038		479670		3267
137		3036		479682		3267
138		3035		479692		3271
139		3030		479704		3270
140		3027		479716		3270
141		3025		479726		3272
142		3023		479732		3275
143		3024		479738		3274
144		3022		479746		3271
145		3021		479755		3273
146		3021		479759		3273
147		3020		479772		3272
148		3019		479777		3267
149		3017		479782		3266
150		3017		479787		3267
151		3019		479792		3268
152		3018		479800		3269
153		3017		479807		3269
154		3019		479814		3267
155		3017		479829		3268
156		3013		479840		3275
157		3014		479854		3270
158		3010		479870		3272
159		3010		479894		3268
160		3009		479916		3275
161		3000		479929		3271
162		2997		479945		3270
163		2993		479960		3270
164		2989		479974		3271
165		2989		479979		3272
166		2987		479984		3272
167		2984		479986		3273
168		2984		479986		3273
169		2984		479989		3272
170		2982		479991		3273
171		2982		479991		3273
172		2982		479991		3273
173		2982		479991		3273
174		2982		479991		3273
175		2982		479991		3273
176		2982		479991		3273
177		2982		479991		3273
178		2982		479991		3273
179		2982		479991		3273
180		2982		479991		3273
